"id","lon","lat","date","rainfall"
NA,33.0235806169181,-2.63578857416661,2021-01-01,5.89840364456177
NA,33.0235806169181,-2.63578857416661,2021-01-02,11.7968072891235
NA,33.0235806169181,-2.63578857416661,2021-01-03,5.89840364456177
NA,33.0235806169181,-2.63578857416661,2021-01-04,5.89840364456177
NA,33.0235806169181,-2.63578857416661,2021-01-05,0
NA,33.0235806169181,-2.63578857416661,2021-01-06,40.829216003418
NA,33.0235806169181,-2.63578857416661,2021-01-07,0
NA,33.0235806169181,-2.63578857416661,2021-01-08,0
NA,33.0235806169181,-2.63578857416661,2021-01-09,0
NA,33.0235806169181,-2.63578857416661,2021-01-10,0
NA,33.0235806169181,-2.63578857416661,2021-01-11,0
NA,33.0235806169181,-2.63578857416661,2021-01-12,10.0047740936279
NA,33.0235806169181,-2.63578857416661,2021-01-13,10.0047740936279
NA,33.0235806169181,-2.63578857416661,2021-01-14,5.00238704681396
NA,33.0235806169181,-2.63578857416661,2021-01-15,5.00238704681396
NA,33.0235806169181,-2.63578857416661,2021-01-16,0
NA,33.0235806169181,-2.63578857416661,2021-01-17,0
NA,33.0235806169181,-2.63578857416661,2021-01-18,0
NA,33.0235806169181,-2.63578857416661,2021-01-19,0
NA,33.0235806169181,-2.63578857416661,2021-01-20,0
NA,33.0235806169181,-2.63578857416661,2021-01-21,0
NA,33.0235806169181,-2.63578857416661,2021-01-22,0
NA,33.0235806169181,-2.63578857416661,2021-01-23,0
NA,33.0235806169181,-2.63578857416661,2021-01-24,0
NA,33.0235806169181,-2.63578857416661,2021-01-25,0
NA,33.0235806169181,-2.63578857416661,2021-01-26,8.85091400146484
NA,33.0235806169181,-2.63578857416661,2021-01-27,0
NA,33.0235806169181,-2.63578857416661,2021-01-28,0
NA,33.0235806169181,-2.63578857416661,2021-01-29,17.7018280029297
NA,33.0235806169181,-2.63578857416661,2021-01-30,0
NA,33.0235806169181,-2.63578857416661,2021-01-31,0
NA,33.0235806169181,-2.63578857416661,2021-02-01,0
NA,33.0235806169181,-2.63578857416661,2021-02-02,0
NA,33.0235806169181,-2.63578857416661,2021-02-03,0
NA,33.0235806169181,-2.63578857416661,2021-02-04,0
NA,33.0235806169181,-2.63578857416661,2021-02-05,0
NA,33.0235806169181,-2.63578857416661,2021-02-06,23.8527641296387
NA,33.0235806169181,-2.63578857416661,2021-02-07,0
NA,33.0235806169181,-2.63578857416661,2021-02-08,7.95092153549194
NA,33.0235806169181,-2.63578857416661,2021-02-09,0
NA,33.0235806169181,-2.63578857416661,2021-02-10,7.95092153549194
NA,33.0235806169181,-2.63578857416661,2021-02-11,0
NA,33.0235806169181,-2.63578857416661,2021-02-12,0
NA,33.0235806169181,-2.63578857416661,2021-02-13,11.3565998077393
NA,33.0235806169181,-2.63578857416661,2021-02-14,11.3565998077393
NA,33.0235806169181,-2.63578857416661,2021-02-15,11.3565998077393
NA,33.0235806169181,-2.63578857416661,2021-02-16,8.50566673278809
NA,33.0235806169181,-2.63578857416661,2021-02-17,0
NA,33.0235806169181,-2.63578857416661,2021-02-18,0
NA,33.0235806169181,-2.63578857416661,2021-02-19,0
NA,33.0235806169181,-2.63578857416661,2021-02-20,8.50566673278809
NA,33.0235806169181,-2.63578857416661,2021-02-21,0
NA,33.0235806169181,-2.63578857416661,2021-02-22,2.4149432182312
NA,33.0235806169181,-2.63578857416661,2021-02-23,2.4149432182312
NA,33.0235806169181,-2.63578857416661,2021-02-24,3.62241458892822
NA,33.0235806169181,-2.63578857416661,2021-02-25,0
NA,33.0235806169181,-2.63578857416661,2021-02-26,0
NA,33.0235806169181,-2.63578857416661,2021-02-27,2.55045866966248
NA,33.0235806169181,-2.63578857416661,2021-02-28,0
NA,33.0235806169181,-2.63578857416661,2021-03-01,4.39273691177368
NA,33.0235806169181,-2.63578857416661,2021-03-02,4.39273691177368
NA,33.0235806169181,-2.63578857416661,2021-03-03,8.78547382354736
NA,33.0235806169181,-2.63578857416661,2021-03-04,0
NA,33.0235806169181,-2.63578857416661,2021-03-05,0
NA,33.0235806169181,-2.63578857416661,2021-03-06,0
NA,33.0235806169181,-2.63578857416661,2021-03-07,0
NA,33.0235806169181,-2.63578857416661,2021-03-08,14.3117876052856
NA,33.0235806169181,-2.63578857416661,2021-03-09,0
NA,33.0235806169181,-2.63578857416661,2021-03-10,0
NA,33.0235806169181,-2.63578857416661,2021-03-11,0
NA,33.0235806169181,-2.63578857416661,2021-03-12,0
NA,33.0235806169181,-2.63578857416661,2021-03-13,0
NA,33.0235806169181,-2.63578857416661,2021-03-14,0
NA,33.0235806169181,-2.63578857416661,2021-03-15,0
NA,33.0235806169181,-2.63578857416661,2021-03-16,0
NA,33.0235806169181,-2.63578857416661,2021-03-17,0
NA,33.0235806169181,-2.63578857416661,2021-03-18,6.23509788513184
NA,33.0235806169181,-2.63578857416661,2021-03-19,0
NA,33.0235806169181,-2.63578857416661,2021-03-20,6.23509788513184
NA,33.0235806169181,-2.63578857416661,2021-03-21,10.9071168899536
NA,33.0235806169181,-2.63578857416661,2021-03-22,0
NA,33.0235806169181,-2.63578857416661,2021-03-23,21.8142337799072
NA,33.0235806169181,-2.63578857416661,2021-03-24,0
NA,33.0235806169181,-2.63578857416661,2021-03-25,0
NA,33.0235806169181,-2.63578857416661,2021-03-26,8.57853221893311
NA,33.0235806169181,-2.63578857416661,2021-03-27,0
NA,33.0235806169181,-2.63578857416661,2021-03-28,0
NA,33.0235806169181,-2.63578857416661,2021-03-29,42.8926582336426
NA,33.0235806169181,-2.63578857416661,2021-03-30,34.3141288757324
NA,33.0235806169181,-2.63578857416661,2021-03-31,17.1570644378662
NA,33.0235806169181,-2.63578857416661,2021-04-01,10.5298585891724
NA,33.0235806169181,-2.63578857416661,2021-04-02,10.5298585891724
NA,33.0235806169181,-2.63578857416661,2021-04-03,0
NA,33.0235806169181,-2.63578857416661,2021-04-04,0
NA,33.0235806169181,-2.63578857416661,2021-04-05,10.5298585891724
NA,33.0235806169181,-2.63578857416661,2021-04-06,6.03847599029541
NA,33.0235806169181,-2.63578857416661,2021-04-07,6.03847599029541
NA,33.0235806169181,-2.63578857416661,2021-04-08,0
NA,33.0235806169181,-2.63578857416661,2021-04-09,0
NA,33.0235806169181,-2.63578857416661,2021-04-10,12.0769519805908
NA,33.0235806169181,-2.63578857416661,2021-04-11,0
NA,33.0235806169181,-2.63578857416661,2021-04-12,0
NA,33.0235806169181,-2.63578857416661,2021-04-13,11.0698127746582
NA,33.0235806169181,-2.63578857416661,2021-04-14,11.0698127746582
NA,33.0235806169181,-2.63578857416661,2021-04-15,11.0698127746582
NA,33.0235806169181,-2.63578857416661,2021-04-16,0
NA,33.0235806169181,-2.63578857416661,2021-04-17,4.93425559997559
NA,33.0235806169181,-2.63578857416661,2021-04-18,4.93425559997559
NA,33.0235806169181,-2.63578857416661,2021-04-19,4.93425559997559
NA,33.0235806169181,-2.63578857416661,2021-04-20,0
NA,33.0235806169181,-2.63578857416661,2021-04-21,21.8756103515625
NA,33.0235806169181,-2.63578857416661,2021-04-22,10.9378051757812
NA,33.0235806169181,-2.63578857416661,2021-04-23,21.8756103515625
NA,33.0235806169181,-2.63578857416661,2021-04-24,21.8756103515625
NA,33.0235806169181,-2.63578857416661,2021-04-25,21.8756103515625
NA,33.0235806169181,-2.63578857416661,2021-04-26,0
NA,33.0235806169181,-2.63578857416661,2021-04-27,0
NA,33.0235806169181,-2.63578857416661,2021-04-28,0
NA,33.0235806169181,-2.63578857416661,2021-04-29,14.8965549468994
NA,33.0235806169181,-2.63578857416661,2021-04-30,0
NA,33.0235806169181,-2.63578857416661,2021-05-01,0
NA,33.0235806169181,-2.63578857416661,2021-05-02,5.40557765960693
NA,33.0235806169181,-2.63578857416661,2021-05-03,5.40557765960693
NA,33.0235806169181,-2.63578857416661,2021-05-04,0
NA,33.0235806169181,-2.63578857416661,2021-05-05,5.40557765960693
NA,33.0235806169181,-2.63578857416661,2021-05-06,12.7261180877686
NA,33.0235806169181,-2.63578857416661,2021-05-07,0
NA,33.0235806169181,-2.63578857416661,2021-05-08,0
NA,33.0235806169181,-2.63578857416661,2021-05-09,12.7261180877686
NA,33.0235806169181,-2.63578857416661,2021-05-10,25.4522361755371
NA,33.0235806169181,-2.63578857416661,2021-05-11,0
NA,33.0235806169181,-2.63578857416661,2021-05-12,12.9162425994873
NA,33.0235806169181,-2.63578857416661,2021-05-13,0
NA,33.0235806169181,-2.63578857416661,2021-05-14,0
NA,33.0235806169181,-2.63578857416661,2021-05-15,0
NA,33.0235806169181,-2.63578857416661,2021-05-16,0
NA,33.0235806169181,-2.63578857416661,2021-05-17,0
NA,33.0235806169181,-2.63578857416661,2021-05-18,0
NA,33.0235806169181,-2.63578857416661,2021-05-19,0
NA,33.0235806169181,-2.63578857416661,2021-05-20,0
NA,33.0235806169181,-2.63578857416661,2021-05-21,0
NA,33.0235806169181,-2.63578857416661,2021-05-22,0
NA,33.0235806169181,-2.63578857416661,2021-05-23,0
NA,33.0235806169181,-2.63578857416661,2021-05-24,0
NA,33.0235806169181,-2.63578857416661,2021-05-25,0
NA,33.0235806169181,-2.63578857416661,2021-05-26,0
NA,33.0235806169181,-2.63578857416661,2021-05-27,0
NA,33.0235806169181,-2.63578857416661,2021-05-28,0
NA,33.0235806169181,-2.63578857416661,2021-05-29,0
NA,33.0235806169181,-2.63578857416661,2021-05-30,0
NA,33.0235806169181,-2.63578857416661,2021-05-31,0
NA,33.0235806169181,-2.63578857416661,2021-06-01,0
NA,33.0235806169181,-2.63578857416661,2021-06-02,0
NA,33.0235806169181,-2.63578857416661,2021-06-03,0
NA,33.0235806169181,-2.63578857416661,2021-06-04,0
NA,33.0235806169181,-2.63578857416661,2021-06-05,0
NA,33.0235806169181,-2.63578857416661,2021-06-06,0
NA,33.0235806169181,-2.63578857416661,2021-06-07,0
NA,33.0235806169181,-2.63578857416661,2021-06-08,0
NA,33.0235806169181,-2.63578857416661,2021-06-09,0
NA,33.0235806169181,-2.63578857416661,2021-06-10,0
NA,33.0235806169181,-2.63578857416661,2021-06-11,0
NA,33.0235806169181,-2.63578857416661,2021-06-12,0
NA,33.0235806169181,-2.63578857416661,2021-06-13,0
NA,33.0235806169181,-2.63578857416661,2021-06-14,0
NA,33.0235806169181,-2.63578857416661,2021-06-15,0
NA,33.0235806169181,-2.63578857416661,2021-06-16,0
NA,33.0235806169181,-2.63578857416661,2021-06-17,0
NA,33.0235806169181,-2.63578857416661,2021-06-18,0
NA,33.0235806169181,-2.63578857416661,2021-06-19,0
NA,33.0235806169181,-2.63578857416661,2021-06-20,0
NA,33.0235806169181,-2.63578857416661,2021-06-21,0
NA,33.0235806169181,-2.63578857416661,2021-06-22,0
NA,33.0235806169181,-2.63578857416661,2021-06-23,0
NA,33.0235806169181,-2.63578857416661,2021-06-24,0
NA,33.0235806169181,-2.63578857416661,2021-06-25,0
NA,33.0235806169181,-2.63578857416661,2021-06-26,0
NA,33.0235806169181,-2.63578857416661,2021-06-27,0
NA,33.0235806169181,-2.63578857416661,2021-06-28,0
NA,33.0235806169181,-2.63578857416661,2021-06-29,0
